0,4775
10D,14
10C,1915
111,15
105,36
10F,28
10B,18
106,0
107,-4
114,23
20,3,-50,-134
24,1421
0,5326
10D,12
10C,1696
111,18
105,36
10F,28
10B,28
106,0
107,-4
114,25
20,-4,-45,-136
24,1425
0,5886
10D,11
10C,1592
111,18
105,37
10F,28
10B,31
106,0
107,-4
114,27
20,-3,-41,-145
24,1425
0,6436
10D,11
10C,1589
111,17
105,37
10F,28
10B,32
106,0
107,-4
114,194
20,-2,-41,-139
24,1432
0,6986
10D,11
10C,1619
111,17
105,37
10F,28
10B,30
106,-1
107,-4
114,194
20,0,-45,-141
24,1432
0,7536
10D,11
10C,1576
111,15
105,37
10F,28
10B,22
106,-3
107,-4
114,194
20,3,-47,-128
24,1439
0,8086
10D,11
10C,1499
111,15
105,37
10F,28
10B,21
106,-4
107,-4
114,183
20,1,-48,-133
24,1426
0,8641
10D,10
10C,1343
111,15
105,37
10F,28
10B,22
106,-5
107,-4
114,110
20,-4,-48,-130
24,1436
0,9186
10D,8
10C,1212
111,14
105,38
10F,28
10B,23
106,-5
107,-4
114,22
20,-1,-47,-135
24,1435
0,9736
10D,8
10C,1082
111,14
105,38
10F,28
10B,25
106,-5
107,-4
114,20
20,1,-51,-134
24,1426
0,10286
10D,7
10C,1031
111,14
105,38
10F,28
10B,25
106,-5
107,-4
114,19
20,-4,-50,-132
24,1430
0,10836
10D,7
10C,979
111,18
105,38
10F,28
10B,28
106,-5
107,-4
114,15
20,3,-57,-130
24,1417
0,11386
10D,7
10C,983
111,20
105,38
10F,28
10B,51
106,-4
107,-4
114,7
20,1,-43,-132
24,1434
0,11936
10D,7
10C,1156
111,22
105,38
10F,29
10B,59
106,-1
107,-4
114,6
20,1,-28,-149
24,1395
0,12486
10D,9
10C,1503
111,24
105,38
10F,29
10B,59
106,2
107,-4
114,6
20,7,-26,-149
24,1428
0,13035
10D,12
10C,1713
111,27
105,39
10F,29
10B,62
106,7
107,-4
114,7
20,9,-30,-135
24,1420
0,13586
10D,16
10C,2134
111,27
105,39
10F,28
10B,48
106,10
107,-4
114,190
20,26,-44,-128
24,1404
0,14136
10D,17
10C,2252
111,16
105,39
10F,28
10B,21
106,9
107,-4
114,190
