0,13843
10D,0
10C,1216
111,16
105,15
10F,15
10B,29
106,0
107,-4
114,90
20,0,0,-115
24,1444
0,14385
10D,0
10C,1220
111,16
105,15
10F,16
10B,28
106,0
107,-4
114,90
20,0,0,-115
24,1453
0,14945
10D,0
10C,1212
111,16
105,15
10F,16
10B,27
106,0
107,-4
114,90
20,0,0,-114
24,1456
0,15496
10D,0
10C,1184
111,16
105,15
10F,16
10B,27
106,0
107,-4
114,90
20,0,0,-115
24,1456
0,16046
10D,0
10C,1190
111,16
105,15
10F,16
10B,27
106,0
107,-4
114,90
20,0,0,-117
24,1451
0,16596
10D,0
10C,1183
111,15
105,15
10F,16
10B,26
106,0
107,-4
114,90
20,0,0,-115
24,1449
0,17146
10D,0
10C,1181
111,15
105,15
10F,17
10B,26
106,0
107,-4
114,90
20,0,0,-115
24,1446
0,17696
10D,0
10C,1176
111,15
105,15
10F,17
10B,26
106,0
107,-4
114,91
20,0,0,-116
24,1446
0,18244
10D,0
10C,1179
111,15
105,15
10F,17
10B,25
106,0
107,-4
114,90
20,0,0,-115
24,1453
0,18796
10D,0
10C,1184
111,15
105,16
10F,17
10B,25
106,0
107,-4
114,90
20,0,0,-116
24,1447
0,19346
10D,0
10C,1182
111,15
105,16
10F,17
10B,25
106,0
107,-4
114,90
20,0,0,-116
24,1451
0,19896
10D,0
10C,1190
111,15
105,16
10F,17
10B,25
106,0
107,-4
114,91
20,0,0,-114
24,1449
0,20446
10D,0
10C,1191
111,15
105,16
10F,17
10B,25
106,0
107,-4
114,91
20,0,0,-115
24,1454
0,20996
10D,0
10C,1185
111,15
105,16
10F,17
10B,25
106,0
107,-4
114,91
20,0,0,-115
24,1448
0,21546
10D,0
10C,1185
111,15
105,16
10F,17
10B,25
106,0
107,-4
114,91
20,0,0,-115
24,1452
0,22096
10D,0
10C,1194
111,15
105,16
10F,17
10B,25
106,0
107,-4
114,91
20,1,1,-116
24,1448
0,22646
10D,0
10C,1196
111,15
105,16
10F,17
10B,25
106,0
107,-4
114,90
20,0,0,-116
24,1456
0,23196
10D,0
10C,1197
111,15
105,16
10F,17
10B,25
106,0
107,-4
114,91
20,0,0,-117
24,1452
0,23746
10D,0
10C,1193
111,15
105,16
10F,17
10B,25
106,0
107,-4
114,91
20,0,0,-115
24,1455
0,24296
10D,0
10C,1196
111,15
105,16
10F,17
10B,25
106,0
107,-4
114,90
20,0,0,-115
24,1460
0,24846
10D,0
10C,1197
111,15
105,16
10F,17
10B,25
106,0
107,-4
114,91
20,0,0,-115
24,1457
0,25396
10D,0
10C,1197
111,15
105,16
10F,17
10B,25
106,0
107,-4
114,91
20,0,0,-115
24,1453
0,25946
10D,0
10C,1197
111,15
105,16
10F,17
10B,25
106,0
107,-4
114,91
20,0,0,-116
24,1455
0,26496
10D,0
10C,1194
111,15
105,17
10F,18
10B,25
106,0
107,-4
114,90
20,0,0,-116
24,1458
0,27051
10D,0
10C,1193
111,15
105,17
10F,18
10B,25
106,0
107,-4
114,91
20,0,0,-116
24,1454
0,27596
10D,0
10C,1193
111,15
105,17
10F,18
10B,25
106,0
107,-4
114,91
20,0,0,-117
24,1456
0,28146
10D,0
10C,1190
111,15
105,17
10F,18
10B,25
106,0
107,-4
114,91
20,0,0,-116
24,1456
0,28696
10D,0
10C,1191
111,15
105,17
10F,18
10B,25
106,0
107,-4
114,91
20,0,0,-116
24,1443
0,29246
10D,0
10C,1189
111,15
105,17
10F,18
10B,25
106,0
107,-4
114,91
20,0,0,-115
24,1456
0,29796
10D,0
10C,1198
111,15
105,17
10F,18
10B,25
106,0
107,-4
114,91
20,0,0,-115
24,1454
0,30346
10D,0
10C,1188
111,15
105,17
10F,18
10B,25
106,0
107,-4
114,91
20,0,0,-115
24,1453
0,30896
10D,0
10C,1197
111,15
105,17
10F,18
10B,25
106,0
107,-4
114,90
20,0,0,-116
24,1458
0,31446
10D,0
10C,1179
111,15
105,17
10F,18
10B,25
106,0
107,-4
114,90
20,0,0,-117
24,1458
0,31996
10D,0
10C,1185
111,15
105,18
10F,18
10B,26
106,0
107,-4
114,91
20,0,0,-116
24,1448
0,32546
10D,0
10C,1198
111,15
105,18
10F,18
10B,26
106,0
107,-4
114,90
20,0,0,-116
24,1455
0,33096
10D,0
10C,1201
111,15
105,18
10F,18
10B,26
106,0
107,-4
114,91
20,0,0,-116
24,1449
0,33646
10D,0
