0,4991
10D,0
10C,1806
111,23
105,12
10F,15
10B,44
106,0
107,-3
114,90
20,2,-9,-129
24,1436
0,5540
10D,0
10C,2186
111,27
105,12
10F,15
10B,48
106,0
107,-3
114,90
20,3,-11,-124
24,1444
0,6100
10D,3
10C,2055
111,28
105,12
10F,15
10B,40
106,0
107,-3
114,90
20,3,-1,-138
24,1440
0,6649
10D,5
10C,1381
111,25
105,13
10F,15
10B,61
106,0
107,-3
114,90
20,12,-33,-132
24,1440
0,7199
10D,9
10C,1426
111,23
105,12
10F,16
10B,50
106,0
107,-3
114,91
20,0,-17,-131
24,1447
0,7750
10D,10
10C,1641
111,23
105,13
10F,16
10B,52
106,0
107,-3
114,91
20,-8,-1,-114
24,1448
0,8300
10D,10
10C,1700
111,23
105,13
10F,16
10B,37
106,0
107,-3
114,90
20,17,-17,-112
24,1448
0,8856
10D,10
10C,1470
111,24
105,13
10F,16
10B,58
106,0
107,-3
114,90
20,-3,-4,-121
24,1446
0,9401
10D,10
10C,1552
111,23
105,13
10F,16
10B,53
106,0
107,-3
114,90
20,0,-20,-139
24,1449
0,9951
10D,12
10C,1595
111,21
105,13
10F,17
10B,50
106,0
107,-3
114,90
20,9,-4,-124
24,1452
0,10501
10D,12
10C,1692
111,23
105,13
10F,17
10B,44
106,0
107,-3
114,90
20,1,-32,-109
24,1461
0,11051
10D,13
10C,1571
111,15
105,13
10F,17
10B,26
106,0
107,-3
114,91
20,-4,-28,-120
24,1456
0,11601
10D,11
10C,1434
111,15
105,13
10F,16
10B,23
106,0
107,-3
114,90
20,-4,-27,-119
24,1453
0,12151
10D,10
10C,1456
111,15
105,13
10F,16
10B,21
106,0
107,-3
114,91
20,-13,-25,-118
24,1451
0,12701
10D,9
10C,1291
111,14
105,13
10F,16
10B,21
106,0
107,-3
114,90
20,4,-27,-116
24,1450
0,13251
10D,8
10C,1139
111,18
105,13
10F,16
10B,40
106,0
107,-3
114,90
20,-1,-29,-130
24,1452
0,13801
10D,8
10C,1198
111,19
105,13
10F,17
10B,46
106,0
107,-3
114,90
20,-6,-9,-115
24,1451
0,14351
10D,8
10C,1245
111,17
105,13
10F,17
10B,38
106,0
107,-3
114,91
20,-7,-30,-136
24,1455
0,14906
10D,8
10C,1159
111,16
105,13
10F,17
10B,30
106,0
107,-3
114,90
20,-16,-39,-134
24,1449
0,15451
10D,8
10C,1099
111,17
105,14
10F,17
10B,41
106,0
107,-3
114,91
20,-12,-34,-125
24,1461
0,16001
10D,8
10C,1126
111,20
105,14
10F,17
10B,48
106,0
107,-3
114,91
20,-4,-38,-127
24,1439
0,16551
10D,9
10C,1249
111,16
105,14
10F,17
10B,33
106,0
107,-3
114,91
20,-7,-33,-121
24,1418
0,17101
10D,8
10C,1304
111,15
105,14
10F,17
10B,24
106,0
107,-3
114,91
20,-5,-42,-126
24,1449
0,17651
10D,6
10C,1310
111,15
105,14
10F,17
10B,23
106,0
107,-3
114,92
20,-9,-34,-123
24,1442
0,18201
10D,5
10C,1212
111,14
105,14
10F,17
10B,23
106,0
107,-3
114,91
20,6,-52,-109
24,1438
0,18751
10D,4
10C,1119
111,15
105,14
10F,17
10B,24
106,0
107,-3
114,91
20,1,-25,-102
24,1443
0,19301
10D,2
10C,1106
111,15
105,14
10F,17
10B,25
106,0
107,-3
114,91
20,-4,-32,-107
24,1436
0,19851
10D,2
10C,1133
111,21
105,15
10F,17
10B,64
106,0
107,-3
114,91
20,3,-14,-131
24,1409
0,20401
10D,3
10C,832
111,60
105,15
10F,17
10B,74
106,0
