0,4225
10D,7
10C,1090
111,16
105,84
10F,59
10B,34
106,0
107,-4
114,14
20,-20,6,58
24,1407
0,4769
10D,8
10C,1280
111,20
105,85
10F,59
10B,48
106,1
107,-4
114,15
20,-19,9,59
24,1392
0,5329
10D,10
10C,1461
111,20
105,85
10F,59
10B,48
106,2
107,-4
114,156
20,-16,11,53
24,1401
0,5879
10D,11
10C,1777
111,21
105,85
10F,59
10B,47
106,0
107,-4
114,65
20,-18,3,56
24,1401
0,6429
10D,13
10C,1936
111,21
105,85
10F,59
10B,41
106,0
107,-4
114,113
20,-7,0,52
24,1405
0,6979
10D,15
10C,2104
111,15
105,85
10F,59
10B,20
106,0
107,-4
114,15
20,0,0,53
24,1406
0,7529
10D,15
10C,2179
111,15
105,85
10F,58
10B,16
106,0
107,-4
114,9
20,-2,1,53
24,1406
0,8079
10D,15
10C,2108
111,15
105,85
10F,58
10B,15
106,3
107,-4
114,15
20,-3,2,54
24,1409
0,8629
10D,15
10C,2086
111,15
105,85
10F,58
10B,16
106,0
107,-4
114,0
20,2,1,49
24,1410
0,9179
10D,14
10C,2000
111,15
105,85
10F,58
10B,17
106,0
107,-4
114,255
20,0,2,48
24,1409
0,9729
10D,14
10C,1897
111,15
105,85
10F,58
10B,17
106,0
107,-4
114,255
20,0,2,49
24,1409
0,10279
10D,13
10C,1815
111,15
105,85
10F,58
10B,18
106,0
107,-4
114,255
20,-3,0,54
24,1407
0,10829
10D,13
10C,1814
111,20
105,85
10F,58
10B,33
106,0
107,-4
114,60
20,-11,0,60
24,1411
0,11384
10D,13
10C,1913
111,20
105,85
10F,59
10B,36
106,0
107,-4
114,15
20,-3,-3,55
24,1408
0,11929
10D,14
10C,1978
111,15
105,85
10F,59
10B,17
106,0
107,-4
114,13
20,0,-2,53
24,1409
0,12479
10D,14
10C,1981
111,15
105,85
10F,59
10B,21
106,1
107,-4
114,14
20,-3,-2,51
24,1410
0,13029
10D,15
10C,2038
111,19
105,85
10F,59
10B,28
106,4
107,-4
114,148
20,-7,-5,53
24,1408
0,13579
10D,15
10C,2122
111,18
105,85
10F,59
10B,25
106,4
107,-4
114,20
20,-6,-1,55
24,1410
0,14129
10D,16
10C,2270
111,18
105,85
10F,59
10B,21
106,5
107,-4
114,20
20,-10,-4,56
24,1408
0,14679
10D,17
10C,2415
111,21
105,85
10F,59
10B,37
106,7
107,-4
114,161
20,-9,-8,59
24,1402
0,15229
10D,18
10C,2564
111,24
105,85
10F,59
10B,49
106,1
107,-4
114,163
20,-10,-6,56
24,1404
0,15779
10D,21
10C,2872
111,25
105,85
