0,5148
10D,7
10C,790
111,13
105,82
10F,49
10B,26
106,0
107,-5
114,155
20,-5,3,-144
24,1342
0,5695
10D,6
10C,794
111,13
105,82
10F,49
10B,26
106,0
107,-5
114,151
20,-4,6,-141
24,1340
0,6253
10D,3
10C,783
111,13
105,82
10F,49
10B,26
106,0
107,-5
114,147
20,-4,12,-145
24,1332
0,6805
10D,2
10C,783
111,13
105,82
10F,49
10B,26
106,0
107,-5
114,135
20,-5,14,-146
24,1331
0,7355
10D,1
10C,803
111,13
105,82
10F,50
10B,26
106,0
107,-5
114,125
20,-4,12,-144
24,1342
0,7905
10D,1
10C,791
111,13
105,82
10F,49
10B,26
106,0
107,-5
114,33
20,-4,12,-145
24,1340
0,8455
10D,0
10C,788
111,13
105,82
10F,50
10B,26
106,0
107,-5
114,21
20,-3,11,-144
24,1332
0,9011
10D,0
10C,795
111,13
105,82
10F,50
10B,26
106,0
107,-5
114,65
20,-4,15,-145
24,1332
0,9555
10D,0
10C,801
111,13
105,82
10F,50
10B,27
106,0
107,-5
114,151
20,-4,18,-149
24,1341
0,10105
10D,0
10C,816
111,16
105,82
10F,50
10B,34
106,0
107,-5
114,16
20,-4,16,-147
24,1344
0,10655
10D,0
10C,1031
111,14
105,82
10F,50
10B,34
106,0
107,-5
114,147
20,-4,21,-150
24,1346
0,11205
10D,0
10C,1181
111,21
105,83
10F,50
10B,50
106,0
107,-5
114,12
20,-7,24,-152
24,1334
0,11755
10D,2
10C,1728
111,15
105,83
10F,50
10B,40
106,0
107,-5
114,173
20,-5,25,-156
24,1329
0,12305
10D,4
10C,1504
111,21
105,83
10F,50
10B,52
106,-2
107,-5
114,141
20,0,24,-145
24,1348
0,12855
10D,8
10C,1029
111,24
105,83
10F,50
10B,60
106,-2
107,-5
114,108
20,4,32,-143
24,1325
0,13405
10D,9
10C,1373
111,22
105,83
10F,50
10B,57
106,-3
107,-5
114,18
20,-4,19,-166
24,1317
0,13955
10D,11
10C,1613
111,26
105,83
10F,50
10B,61
106,-4
107,-5
114,11
20,0,20,-152
24,1313
0,14505
10D,14
10C,2036
111,28
105,83
10F,49
10B,61
106,-3
107,-5
114,149
20,7,31,-152
24,1333
0,15059
10D,18
10C,2469
111,29
105,83
10F,49
10B,61
106,-6
107,-5
114,23
20,0,35,-154
24,1306
0,15605
10D,20
10C,2915
111,27
105,83
10F,49
10B,32
106,0
107,-5
114,9
20,0,18,-152
24,1334
0,16154
10D,22
10C,2434
111,15
105,83
10F,48
10B,20
106,0
107,-5
114,0
20,0,17,-150
24,1334
0,16705
10D,22
10C,1530
111,27
105,84
10F,48
10B,63
106,0
107,-5
114,12
20,-6,29,-159
24,1331
0,17255
10D,23
10C,1876
111,30
105,84
10F,49
10B,66
106,0
107,-5
114,17
20,-8,30,-155
24,1340
0,17805
10D,25
10C,2038
111,28
105,84
10F,49
10B,58
106,0
107,-5
114,164
20,-2,22,-151
24,1356
0,18355
10D,28
10C,2183
111,24
105,84
10F,48
10B,53
106,-5
