0,4163
10D,6
10C,920
111,13
105,82
10F,45
10B,24
106,-2
107,-4
114,14
20,18,-18,56
24,1373
0,4714
10D,6
10C,830
111,13
105,82
10F,45
10B,24
106,-2
107,-4
114,12
20,20,-21,55
24,1351
0,5274
10D,5
10C,794
111,13
105,82
10F,45
10B,25
106,-2
107,-4
114,12
20,16,-23,56
24,1367
0,5824
10D,5
10C,787
111,13
105,82
10F,45
10B,31
106,-1
107,-4
114,11
20,16,-21,59
24,1385
0,6374
10D,5
10C,1006
111,13
105,82
10F,45
10B,33
106,0
107,-4
114,157
20,18,-23,55
24,1386
0,6924
10D,5
10C,1096
111,13
105,82
10F,45
10B,24
106,0
107,-4
114,114
20,14,-27,60
24,1385
0,7474
10D,6
10C,985
111,19
105,82
10F,45
10B,43
106,0
107,-4
114,138
20,20,-25,59
24,1362
0,8024
10D,7
10C,1022
111,13
105,82
10F,45
10B,25
106,0
107,-4
114,155
20,21,-16,61
24,1361
0,8574
10D,7
10C,894
111,18
105,82
10F,45
10B,44
106,0
107,-4
114,10
20,1,-15,60
24,1381
0,9124
10D,6
10C,1073
111,15
105,82
10F,45
10B,45
106,0
107,-4
114,147
20,15,-15,60
24,1378
0,9674
10D,7
10C,1260
111,14
105,82
10F,45
10B,25
106,0
107,-4
114,152
20,6,-19,63
24,1365
0,10224
10D,7
10C,1323
111,17
105,82
10F,45
10B,30
106,0
107,-4
114,18
20,15,-8,57
24,1363
0,10774
10D,7
10C,1328
111,14
105,82
10F,45
10B,21
106,-1
107,-4
114,140
20,9,-13,60
24,1382
0,11324
10D,7
10C,1240
111,18
105,82
10F,45
10B,35
106,-2
107,-4
114,10
20,9,-6,55
24,1375
0,11874
10D,8
10C,1370
111,19
105,82
10F,45
10B,47
106,-1
107,-4
114,130
20,0,-9,60
24,1378
0,12424
10D,9
10C,1649
111,24
105,83
10F,45
10B,59
106,0
107,-4
114,9
20,-4,-17,63
24,1386
0,12974
10D,13
10C,2176
111,40
105,83
10F,46
10B,71
106,7
107,-4
114,10
20,-1,-27,64
24,1384
0,13523
10D,19
10C,2653
111,78
